Index       FREQ          {V(VOUT)+1.0}      {V(IN)+4.0}       {V(1)+4.0}        Re(IG(MP1))       Im(IG(MP1))       Re(IG(MN1))       Im(IG(MN1))       Re(IS(MP1))       Im(IS(MP1))       Re(ID(MN1))       Im(ID(MN1))       Re(ID(MP1))       Im(ID(MP1))   
99      -1.01000000e+07    1.00009690e+00    4.00000022e+00    4.00000000e+00    1.00003449e-09   -2.32768773e-10   -1.21524956e-09    1.74287662e-10    1.05746170e-08    1.27218688e-08    7.05879228e-09    9.46402384e-08   -1.15746514e-08   -1.24891012e-08
100     -1.00000000e+07    1.00004078e+00    3.99999982e+00    4.00000000e+00    3.76559989e-10   -3.39072752e-09   -1.92852053e-10    2.71841848e-09    1.54163847e-07    1.73846479e-08    1.50008564e-07    7.02930983e-09   -1.54540407e-07   -1.39939203e-08
101     -9.90000000e+06    1.00017514e+00    4.00000097e+00    4.00000000e+00   -2.62356483e-09   -6.22223124e-10    1.65419180e-09    3.35369133e-10    2.90157409e-08   -1.54667339e-07    1.44069314e-08   -6.53161677e-08   -2.63921758e-08    1.55289561e-07
102     -9.80000000e+06    9.99072183e-01    4.00000012e+00    4.00000000e+00   -2.81165319e-10   -6.45087718e-10    1.61472579e-10    1.00311457e-09   -5.47971933e-09   -1.32962360e-08    8.77429845e-08   -7.92634260e-09    5.76088336e-09    1.39413236e-08
103     -9.70000000e+06    1.00004848e+00    4.00000063e+00    4.00000000e+00   -3.36709966e-09   -3.14942783e-10    2.73490205e-09    1.26532020e-10    1.49218793e-08   -1.55411873e-07    6.15258408e-09   -1.64527478e-07   -1.15547795e-08    1.55726816e-07
104     -9.60000000e+06    9.99136728e-01    4.00000032e+00    4.00000000e+00   -6.03864948e-10    2.95380072e-09    2.87649328e-10   -1.91314804e-09   -1.72691247e-07   -2.91027975e-08   -8.59424317e-08   -1.43558814e-08    1.73295111e-07    2.61489966e-08
105     -9.50000000e+06    9.99864539e-01    3.99999958e+00    4.00000000e+00   -2.56530088e-10    3.23696324e-10    6.81290871e-10   -2.10642571e-10   -1.60167437e-08    2.59277010e-08   -8.91241915e-09   -7.81787191e-08    1.62732736e-08   -2.62513959e-08
106     -9.40000000e+06    1.00023451e+00    4.00000020e+00    4.00000000e+00   -2.51988917e-10    3.28068532e-09    5.33295016e-11   -2.65706940e-09   -1.49585299e-07   -1.20932007e-08   -1.73148050e-07   -5.05113791e-09    1.49837288e-07    8.81251531e-09
107     -9.30000000e+06    9.99838461e-01    3.99999896e+00    4.00000000e+00    3.26921264e-09    5.80833517e-10   -2.22953063e-09   -2.99093044e-10   -2.90127347e-08    1.90191860e-07   -1.43770722e-08    1.07899152e-07    2.57435219e-08   -1.90772692e-07
108     -9.20000000e+06    1.00113695e+00    3.99999992e+00    4.00000000e+00    3.61139839e-10   -1.77541250e-10   -2.76189163e-10   -2.48311009e-10    5.37678080e-08    1.88130597e-08   -6.04397699e-08    1.00986444e-08   -5.41289463e-08   -1.86355183e-08
109     -9.10000000e+06    1.00000162e+00    3.99999946e+00    4.00000000e+00    3.14982047e-09    1.91129231e-10   -2.60629395e-09   -4.39095484e-11   -9.22375550e-09    1.40278084e-07   -4.00272718e-09    1.79532360e-07    6.07393503e-09   -1.40469214e-07
110     -9.00000000e+06    1.00075376e+00    3.99999978e+00    4.00000000e+00    5.53656549e-10   -3.58109274e-09   -3.37849623e-10    2.63672322e-09    2.12292989e-07    2.88568375e-08    1.36623202e-07    1.45546144e-08   -2.12846645e-07   -2.52757446e-08
111     -8.90000000e+06    1.00016399e+00    4.00000051e+00    4.00000000e+00   -6.32770615e-10   -3.92105657e-10    1.20519460e-10    2.68753659e-10    2.13574472e-08   -8.48818684e-08    1.11991833e-08    3.85558390e-08   -2.07246763e-08    8.52739724e-08
112     -8.80000000e+06    9.99440027e-01    3.99999994e+00    4.00000000e+00    1.32304737e-10   -2.99002793e-09   -7.14407218e-11    2.63710078e-09    1.32896149e-07    6.45603595e-09    1.89176593e-07    3.09872783e-09   -1.33028455e-07   -3.46600806e-09
113     -8.70000000e+06    1.00013516e+00    4.00000097e+00    4.00000000e+00   -3.86215325e-09   -5.23214713e-10    2.89090667e-09    2.93386992e-10    2.83212066e-08   -2.34212592e-07    1.45870022e-08   -1.67336591e-07   -2.44590532e-08    2.34735805e-07
114     -8.60000000e+06    9.98687846e-01    4.00000020e+00    4.00000000e+00   -4.17162595e-10    1.08791252e-09    2.20555018e-10   -3.73139442e-10   -1.13130818e-07   -2.34966570e-08    1.86074749e-08   -1.21022514e-08    1.13547979e-07    2.24087442e-08
115     -8.50000000e+06    9.99947268e-01    4.00000034e+00    4.00000000e+00   -2.77615750e-09   -7.79024721e-11    2.43681921e-09    6.39889502e-12    3.48467317e-09   -1.22283554e-07    2.02815262e-09   -1.96669853e-07   -7.08515739e-10    1.22361458e-07
116     -8.40000000e+06    9.99441673e-01    4.00000028e+00    4.00000000e+00   -4.89506156e-10    4.08918730e-09    2.13271207e-10   -2.97881759e-09   -2.48924380e-07   -2.72564630e-08   -1.92959522e-07   -1.43356952e-08    2.49413885e-07    2.31672755e-08
117     -8.30000000e+06    9.99819260e-01    3.99999932e+00    4.00000000e+00    1.56446846e-09    4.33285713e-10   -8.80742543e-10   -2.73029336e-10   -2.55477713e-08    1.43612969e-07   -1.31153176e-08    4.92671590e-09    2.39833026e-08   -1.44046253e-07
118     -8.20000000e+06    1.00092807e+00    4.00000011e+00    4.00000000e+00   -2.57311436e-11    2.48816643e-09   -8.10509621e-11   -2.07049211e-09   -1.00840621e-07   -1.57858616e-10   -1.94072123e-07   -6.34270013e-10    1.00866353e-07   -2.33030770e-09
119     -8.10000000e+06    9.99902135e-01    3.99999903e+00    4.00000000e+00    4.28370166e-09    4.49218478e-10   -3.31156628e-09   -2.39971220e-10   -2.60048525e-08    2.61383546e-07   -1.41012950e-08    2.18761927e-07    2.17211507e-08   -2.61832764e-07
120     -8.00000000e+06    1.00143286e+00    3.99999989e+00    4.00000000e+00    4.45908316e-10   -2.07837072e-09   -3.31022276e-10    1.47154485e-09    1.84047829e-07    2.76844315e-08    4.02829076e-08    1.43997008e-08   -1.84493736e-07   -2.56060606e-08
121     -7.90000000e+06    1.00010117e+00    3.99999981e+00    4.00000000e+00    2.15226789e-09   -2.76784216e-11   -1.96019730e-09    6.02697100e-11    3.16281887e-09    7.38190948e-08    7.76510641e-10    1.86671328e-07   -5.31508662e-09   -7.37914179e-08
122     -7.80000000e+06    1.00026491e+00    3.99999985e+00    4.00000000e+00    4.10845607e-10   -4.46192768e-09   -2.56856121e-10    3.60309295e-09    2.79375579e-07    2.47743403e-08    2.52925238e-07    1.40486629e-08   -2.79786424e-07   -2.03124125e-08
123     -7.70000000e+06    1.00018401e+00    4.00000084e+00    4.00000000e+00   -2.59829467e-09   -4.57995781e-10    1.75436425e-09    2.87963666e-10    2.95423318e-08   -2.28294056e-07    1.56274050e-08   -8.14259896e-08   -2.69440368e-08    2.28752049e-07
124     -7.60000000e+06    9.98671654e-01    4.00000001e+00    4.00000000e+00   -7.18355750e-11   -1.79025977e-09    6.01260809e-11    1.71882453e-09    4.96069147e-08   -6.23984577e-09    1.82959533e-07   -2.02004689e-09   -4.95350809e-08    8.03010537e-09
125     -7.50000000e+06    1.00005148e+00    4.00000105e+00    4.00000000e+00   -4.59200399e-09   -3.75461857e-10    3.54317178e-09    1.90064850e-10    2.32071119e-08   -2.95722878e-07    1.38277382e-08   -2.88196136e-07   -1.86151079e-08    2.96098340e-07
126     -7.40000000e+06    9.98524154e-01    4.00000019e+00    4.00000000e+00   -4.58127592e-10    3.09608545e-09    2.71164373e-10   -2.19005744e-09   -2.66657792e-07   -3.08681166e-08   -1.18691843e-07   -1.65785151e-08    2.67115917e-07    2.77720309e-08
127     -7.30000000e+06    9.99855943e-01    4.00000021e+00    4.00000000e+00   -1.37448059e-09    1.08958199e-10    1.16077356e-09   -1.19155380e-10   -9.43134665e-09   -2.04947645e-08   -3.45198522e-09   -1.74792564e-07    1.08058270e-08    2.03858085e-08
128     -7.20000000e+06    1.00013749e+00    4.00000018e+00    4.00000000e+00   -3.31358091e-10    4.64355178e-09    1.49192710e-10   -3.62987661e-09   -2.99230435e-07   -2.10405530e-08   -3.13193172e-07   -1.31843974e-08    2.99561794e-07    1.63970012e-08
129     -7.10000000e+06    9.99826418e-01    3.99999922e+00    4.00000000e+00    3.59547922e-09    4.52273006e-10   -2.81915777e-09   -2.88576603e-10   -3.20350752e-08    3.06710844e-07   -1.75998996e-08    1.60267783e-07    2.84395957e-08   -3.07163114e-07
130     -7.00000000e+06    1.00174540e+00    4.00000001e+00    4.00000000e+00    1.50466178e-10    8.76503650e-10   -1.61037729e-10   -7.75462600e-10    2.56731899e-08    1.30165864e-08   -1.49430320e-07    5.34220551e-09   -2.58236537e-08   -1.38930898e-08
131     -6.90000000e+06    1.00000087e+00    3.99999913e+00    4.00000000e+00    4.64164632e-09    2.87501156e-10   -3.76901733e-09   -1.23641161e-10   -1.86719964e-08    2.97271069e-07   -1.24633476e-08    3.35707205e-07    1.40303500e-08   -2.97558570e-07
132     -6.80000000e+06    1.00141275e+00    3.99999986e+00    4.00000000e+00    4.50539893e-10   -4.12364183e-09   -3.08856321e-10    3.21488211e-09    3.60854627e-07    3.33530687e-08    2.19333376e-07    1.89637780e-08   -3.61305165e-07   -2.92294266e-08
133     -6.70000000e+06    1.00017799e+00    4.00000004e+00    4.00000000e+00    3.27812874e-10   -1.85748357e-10   -3.69408643e-10    1.97151660e-10    1.65768124e-08   -8.09139759e-08    7.32464516e-09    1.14888941e-07   -1.69046250e-08    8.10997216e-08
134     -6.60000000e+06    9.99339186e-01    3.99999988e+00    4.00000000e+00    2.51366008e-10   -4.61738532e-09   -1.31789561e-10    3.64771832e-09    3.02495517e-07    1.64505526e-08    3.68946724e-07    1.19493952e-08   -3.02746884e-07   -1.18331674e-08
135     -6.50000000e+06    1.00014909e+00    4.00000102e+00    4.00000000e+00   -4.64265171e-09   -4.41824511e-10    3.62131608e-09    3.23250440e-10    3.43897062e-08   -4.19462683e-07    2.02668528e-08   -2.86378520e-07   -2.97470543e-08    4.19904506e-07
136     -6.40000000e+06    9.97840228e-01    4.00000005e+00    4.00000000e+00   -2.10769907e-10    2.32120099e-10    1.63735807e-10   -2.27202184e-10   -1.31293555e-07   -1.97244785e-08    8.52409887e-08   -9.07503224e-09    1.31504322e-07    1.94923581e-08
137     -6.30000000e+06    9.99943367e-01    4.00000102e+00    4.00000000e+00   -4.53089006e-09   -2.12088142e-10    3.50715375e-09    1.23851023e-10    1.39338908e-08   -3.03420276e-07    1.12119397e-08   -4.01229219e-07   -9.40300083e-09    3.03632365e-07
138     -6.20000000e+06    9.98789677e-01    4.00000019e+00    4.00000000e+00   -4.25128410e-10    5.10553117e-09    2.36350827e-10   -4.07456126e-09   -4.66006368e-07   -3.47241526e-08   -3.44884801e-07   -2.11289007e-08    4.66431494e-07    2.96186212e-08
139     -6.10000000e+06    9.99799056e-01    3.99999999e+00    4.00000000e+00    8.41328924e-10    2.35486684e-10   -8.30400233e-10   -1.68894610e-10   -2.29150765e-08    1.89174880e-07   -1.10255291e-08   -4.73830062e-08    2.20737473e-08   -1.89410363e-07
140     -6.00000000e+06    1.00131651e+00    4.00000018e+00    4.00000000e+00   -1.70203431e-10    4.33297758e-09   -5.72699672e-12   -3.29921694e-09   -2.80572102e-07   -1.06707987e-08   -4.12712189e-07   -9.82643944e-09    2.80742307e-07    6.33782127e-09
141     -5.90000000e+06    9.99888102e-01    3.99999895e+00    4.00000000e+00    5.54964498e-09    4.08651334e-10   -4.49537053e-09   -2.24433709e-10   -3.48318528e-08    5.12454237e-07   -2.19716583e-08    4.07804976e-07    2.92822077e-08   -5.12862887e-07
142     -5.80000000e+06    1.00254365e+00    4.00000004e+00    4.00000000e+00    2.59632961e-10   -1.54677142e-09   -3.01938961e-10    1.49668324e-09    2.75908621e-07    2.66314269e-08    2.10478912e-08    1.36181191e-08   -2.76168250e-07   -2.50846552e-08
143     -5.70000000e+06    1.00011197e+00    3.99999901e+00    4.00000000e+00    4.06550390e-09    1.31524632e-10   -3.07289453e-09    1.31423967e-11   -7.16389727e-09    2.45460315e-07   -8.22350088e-09    4.15540736e-07    3.09839352e-09   -2.45591842e-07
144     -5.60000000e+06    1.00082427e+00    3.99999994e+00    4.00000000e+00    3.93770664e-10   -6.02043164e-09   -3.32838001e-10    4.86616540e-09    5.80624985e-07    3.52320292e-08    4.98280129e-07    2.32446495e-08   -5.81018755e-07   -2.92115975e-08
145     -5.50000000e+06    1.00021025e+00    4.00000023e+00    4.00000000e+00   -2.29803949e-09   -2.79440875e-10    2.07135853e-09    2.63925403e-10    3.03368512e-08   -3.78711572e-07    1.63783198e-08   -1.07275977e-07   -2.80388114e-08    3.78991009e-07
146     -5.40000000e+06    9.97879912e-01    3.99999998e+00    4.00000000e+00    9.98641273e-11   -3.77734723e-09   -7.78964400e-11    2.66350581e-09    2.20478263e-07    3.97825170e-09    4.33057791e-07    6.88487762e-09   -2.20578130e-07   -2.00904659e-10
147     -5.30000000e+06    1.00006279e+00    4.00000145e+00    4.00000000e+00   -6.45990600e-09   -3.77090399e-10    5.00836138e-09    2.30539546e-10    3.53499874e-08   -6.54218862e-07    2.44138634e-08   -6.00261916e-07   -2.88900813e-08    6.54595952e-07
148     -5.20000000e+06    9.97138899e-01    4.00000012e+00    4.00000000e+00   -2.88227322e-10    3.03838333e-09    1.65725050e-10   -2.91762628e-09   -4.72218656e-07   -3.34062915e-08   -1.85711836e-07   -1.87511970e-08    4.72506880e-07    3.03679079e-08
149     -5.10000000e+06    9.99835688e-01    4.00000140e+00    4.00000000e+00   -3.40800786e-09   -6.96497327e-11    2.00302106e-09   -6.49775304e-11    5.05463094e-10   -1.85367237e-07    5.23862852e-09   -4.44668000e-07    2.90254454e-09    1.85436890e-07
150     -5.00000000e+06    9.99803077e-01    4.00000023e+00    4.00000000e+00   -3.48981509e-10    6.80334559e-09    1.22630328e-10   -5.49824624e-09   -7.01780524e-07   -3.44887769e-08   -6.82328114e-07   -2.48324009e-08    7.02129505e-07    2.76854312e-08
151     -4.90000000e+06    9.99794806e-01    4.00000001e+00    4.00000000e+00    3.82627325e-09    2.96233780e-10   -3.83206622e-09   -3.06595035e-10   -3.64695135e-08    5.78281917e-07   -2.13092361e-08    2.79597827e-07    3.26432400e-08   -5.78578146e-07
152     -4.80000000e+06    1.00308925e+00    4.00000018e+00    4.00000000e+00   -2.90724114e-11    2.88844818e-09   -1.49137851e-10   -1.83531706e-09   -1.01670766e-07    4.02252711e-09   -4.11191434e-07   -2.56781157e-09    1.01699843e-07   -6.91097503e-09
153     -4.70000000e+06    9.99995502e-01    3.99999860e+00    4.00000000e+00    7.10704195e-09    3.26083430e-10   -5.70780391e-09   -2.41331236e-10   -3.32921283e-08    7.43560054e-07   -2.50626611e-08    7.66650619e-07    2.61850864e-08   -7.43886138e-07
154     -4.60000000e+06    1.00305631e+00    4.00000001e+00    4.00000000e+00    3.15305619e-10   -4.73161717e-09   -3.26752359e-10    4.03389296e-09    7.39713544e-07    4.03528070e-08    4.33830033e-07    2.48014097e-08   -7.40028845e-07   -3.56211896e-08
155     -4.50000000e+06    1.00020960e+00    3.99999871e+00    4.00000000e+00    2.27710473e-09    1.97036589e-12   -9.91718523e-10    3.79424364e-11    8.93380776e-09   -1.21491280e-08    5.39064487e-10    3.52315907e-07   -1.12109122e-08    1.21471526e-08
156     -4.40000000e+06    9.99238920e-01    3.99999987e+00    4.00000000e+00    3.16799281e-10   -7.44228513e-09   -1.91283893e-10    5.04505999e-09    8.23052616e-07    3.26390419e-08    8.99554428e-07    2.58786853e-08   -8.23369416e-07   -2.51967568e-08
157     -4.30000000e+06    1.00018389e+00    4.00000040e+00    4.00000000e+00   -5.68824409e-09   -3.14470821e-10    5.28837270e-09    2.03149208e-10    4.43206677e-08   -9.35100681e-07    2.85569915e-08   -6.27226169e-07   -3.86324233e-08    9.35415148e-07
158     -4.20000000e+06    9.95744334e-01    3.99999989e+00    4.00000000e+00   -1.07363005e-11   -1.65193521e-09    1.23248824e-10   -6.29577634e-10   -1.11484262e-07   -1.32709531e-08    3.14676409e-07   -3.23583744e-09    1.11494992e-07    1.49228880e-08
159     -4.10000000e+06    9.99938263e-01    4.00000189e+00    4.00000000e+00   -7.73217809e-09   -2.84155650e-10    5.84143656e-09    6.68102214e-11    3.17006824e-08   -9.09429680e-07    2.65037538e-08   -1.05111002e-06   -2.39685044e-08    9.09713838e-07
160     -4.00000000e+06    9.96952474e-01    4.00000002e+00    4.00000000e+00   -3.03877953e-10    6.60380487e-09    2.82468078e-10   -6.87508016e-09   -1.11141127e-06   -4.72802925e-08   -8.06541558e-07   -3.15851241e-08    1.11171514e-06    4.06764874e-08
161     -3.90000000e+06    9.99754011e-01    4.00000121e+00    4.00000000e+00   -9.27112451e-10    4.93614185e-11   -2.80941466e-10   -2.05477475e-10   -1.79468014e-08    2.37877209e-07   -6.36915059e-09   -2.56225739e-07    1.88739135e-08   -2.37926564e-07
162     -3.80000000e+06    1.00218737e+00    4.00000012e+00    4.00000000e+00   -2.51804836e-10    7.86400623e-09    1.30730188e-10   -6.24615280e-09   -9.31149515e-07   -2.91976659e-08   -1.15036836e-06   -2.57634756e-08    9.31401323e-07    2.13336598e-08
163     -3.70000000e+06    9.99853019e-01    3.99999836e+00    4.00000000e+00    7.56731136e-09    3.22773302e-10   -5.92922982e-09   -2.87313175e-10   -5.01796588e-08    1.31306431e-06   -3.47367837e-08    1.01957335e-06    4.26123473e-08   -1.31338708e-06
164     -3.60000000e+06    1.00566360e+00    4.00000006e+00    4.00000000e+00    7.57374738e-11   -3.05573086e-11   -1.36298111e-10    1.17715767e-09    4.84760393e-07    2.44261556e-08   -8.21105814e-08    1.12668513e-08   -4.84836122e-07   -2.43955979e-08
165     -3.50000000e+06    1.00013234e+00    3.99999581e+00    4.00000000e+00    7.92476148e-09    2.52212475e-10   -3.73328717e-09   -6.70223116e-11   -2.60761591e-08    9.24095731e-07   -2.44884654e-08    1.23825887e-06    1.81513978e-08   -9.24347948e-07
166     -3.40000000e+06    1.00268211e+00    3.99999988e+00    4.00000000e+00    3.19052965e-10   -8.72560366e-09   -2.01562234e-10    7.14693288e-09    1.64621514e-06    5.46144083e-08    1.37806244e-06    3.94260215e-08   -1.64653419e-06   -4.58888045e-08
167     -3.30000000e+06    1.00026950e+00    3.99999621e+00    4.00000000e+00   -1.13392749e-09   -7.01850278e-11    4.92213317e-09    2.24891503e-10    3.17238601e-08   -8.26067614e-07    1.70535810e-08   -1.78671167e-07   -3.05899322e-08    8.26137790e-07
168     -3.20000000e+06    9.95657968e-01    3.99999977e+00    4.00000000e+00    2.21823083e-10   -8.06637184e-09    7.57201236e-12    4.44186841e-09    9.93131830e-07    2.40258458e-08    1.42789729e-06    2.41607690e-08   -9.93353659e-07   -1.59594741e-08
169     -3.10000000e+06    1.00009269e+00    3.99999941e+00    4.00000000e+00   -9.97777137e-09   -2.91021813e-10    1.05685368e-08    2.81126978e-10    5.94370110e-08   -2.07637544e-06    4.46077128e-08   -1.84970890e-06   -4.94592395e-08    2.07666646e-06
170     -3.00000000e+06    9.92591081e-01    3.99999986e+00    4.00000000e+00   -1.03021996e-10    2.22514116e-09    2.39202054e-10   -4.17324127e-09   -1.15658441e-06   -3.79813968e-08   -4.15274428e-07   -2.20781077e-08    1.15668742e-06    3.57562553e-08
171     -2.90000000e+06    9.99793146e-01    4.00000192e+00    4.00000000e+00   -8.15487855e-09   -1.80534309e-10    6.23782437e-09    6.75302799e-11    2.16252305e-08   -1.06775924e-06    2.34859214e-08   -1.65388904e-06   -1.34703522e-08    1.06793978e-06
172     -2.80000000e+06    9.98321856e-01    4.00000010e+00    4.00000000e+00   -3.09008196e-10    1.11409070e-08    2.11854743e-10   -8.13360234e-09   -2.46483175e-06   -6.24194056e-08   -2.29722136e-06   -4.82647159e-08    2.46514075e-06    5.12784985e-08
173     -2.70000000e+06    9.99720454e-01    4.00000026e+00    4.00000000e+00    3.47948446e-09    1.31206660e-10   -3.73553393e-09   -1.45706619e-10   -4.48633379e-08    1.58896875e-06   -2.78184758e-08    7.40436300e-07    4.13838530e-08   -1.58909994e-06
174     -2.60000000e+06    1.00772893e+00    4.00000025e+00    4.00000000e+00   -1.90640026e-10    7.95082320e-09   -5.97132431e-11   -1.09830490e-09   -9.24128056e-07   -1.60738310e-08   -1.69761095e-06   -1.99202155e-08    9.24318707e-07    8.12300818e-09
175     -2.50000000e+06    9.99977738e-01    3.99999522e+00    4.00000000e+00    1.24134114e-08    3.07713835e-10   -7.63763743e-09   -1.03231895e-10   -6.52697692e-08    2.92462833e-06   -5.18642532e-08    2.84633320e-06    5.28563578e-08   -2.92493605e-06
176     -2.40000000e+06    1.00964998e+00    4.00000018e+00    4.00000000e+00    1.08666831e-10   -5.21221866e-09   -2.84628463e-10    1.05975934e-08    2.45487971e-06    5.57627390e-08    1.48957119e-06    3.73236905e-08   -2.45498836e-06   -5.05505199e-08
177     -2.30000000e+06    1.00028187e+00    3.99999227e+00    4.00000000e+00    7.63749903e-09    1.68239606e-10    9.57782634e-11    1.39841826e-10   -8.92963149e-09    6.03954204e-07   -1.47756140e-08    1.62198032e-06    1.29213285e-09   -6.04122457e-07
178     -2.20000000e+06    9.99334215e-01    3.99999997e+00    4.00000000e+00    2.64487745e-10   -1.41671313e-08   -2.34317185e-10    1.38929936e-08    3.84297712e-06    7.17640660e-08    3.90984887e-06    5.87602890e-08   -3.84324161e-06   -5.75969347e-08
179     -2.10000000e+06    1.00027130e+00    3.99999630e+00    4.00000000e+00   -7.27531358e-09   -1.31475702e-10    1.09787970e-08    2.88544883e-10    6.91726163e-08   -3.80563693e-06    4.92958910e-08   -2.70429202e-06   -6.18973023e-08    3.80576839e-06
180     -2.00000000e+06    9.86384854e-01    3.99999988e+00    4.00000000e+00    1.19389110e-10   -7.59122670e-09   -2.07688408e-12    4.15103302e-09    4.48395924e-07    4.16636299e-09    1.81043363e-06    1.15881993e-08   -4.48515332e-07    3.42486327e-09
181     -1.90000000e+06    9.99930247e-01    4.00000547e+00    4.00000000e+00   -1.62441963e-08   -2.78917789e-10    1.07722566e-08    1.57479961e-10    7.99361252e-08   -5.24374309e-06    6.71909793e-08   -5.53529790e-06   -6.36919290e-08    5.24402201e-06
182     -1.80000000e+06    9.87179596e-01    4.00000004e+00    4.00000000e+00   -1.62286289e-10    9.31436295e-09    1.17375052e-10   -7.69892048e-09   -5.35023440e-06   -8.06062403e-08   -4.06806074e-06   -5.96561627e-08    5.35039667e-06    7.12918770e-08
183     -1.70000000e+06    9.99637811e-01    4.00001114e+00    4.00000000e+00   -7.52991336e-09   -1.37303493e-10   -3.61226318e-09   -1.13926028e-10   -1.22659705e-09   -2.12805345e-07    7.66390253e-09   -2.06687932e-06    8.75650991e-09    2.12942674e-07
184     -1.60000000e+06    1.00627374e+00    4.00000030e+00    4.00000000e+00   -2.83145453e-10    1.82265644e-08   -1.91366705e-11   -6.20011846e-09   -6.58074004e-06   -8.36680838e-08   -7.20852186e-06   -7.14882180e-08    6.58102320e-06    6.54415195e-08
185     -1.50000000e+06    9.99753422e-01    4.00000615e+00    4.00000000e+00    1.18360235e-08    1.24280945e-10   -1.79904801e-08   -2.31886256e-10   -9.40163353e-08    7.69291246e-06   -7.18133161e-08    6.17650806e-06    8.21803115e-08   -7.69303672e-06
186     -1.40000000e+06    1.02569318e+00    4.00000037e+00    4.00000000e+00   -1.28016100e-10    6.73963800e-09   -2.38583109e-10    9.74159282e-09    1.57085844e-06    1.65503583e-08   -9.98942251e-07    5.57312278e-09   -1.57073039e-06   -2.32899957e-08
187     -1.30000000e+06    1.00018548e+00    3.99999446e+00    4.00000000e+00    2.07807355e-08    2.25947528e-10   -1.52392416e-08   -9.67142433e-11   -8.64190106e-08    8.25003714e-06   -7.43823685e-08    9.45067730e-06    6.56382754e-08   -8.25026310e-06
188     -1.20000000e+06    1.01781861e+00    4.00000014e+00    4.00000000e+00    1.30017997e-10   -1.61235811e-08   -2.68708177e-10    2.19925341e-08    1.37833153e-05    1.22696689e-07    1.20014167e-05    9.77549935e-08   -1.37834452e-05   -1.06573107e-07
189     -1.10000000e+06    1.00044810e+00    3.99999090e+00    4.00000000e+00    5.71311112e-09    7.33024452e-11    3.38464886e-09    9.00042659e-11    4.12182341e-08   -6.31447702e-06    2.81257885e-08   -2.55159724e-06   -4.69313446e-08    6.31440366e-06
190     -1.00000000e+06    9.76121241e-01    3.99999984e+00    4.00000000e+00    2.29162583e-10   -2.58132661e-08   -6.97265123e-11    1.15263624e-08    1.38626326e-05    1.04294109e-07    1.62509042e-05    8.99588851e-08   -1.38628618e-05   -7.84808434e-08
191     -9.00000000e+05    1.00018965e+00    4.00000755e+00    4.00000000e+00   -2.23330197e-08   -1.60337052e-10    1.47830658e-08    8.52939964e-11    1.70106993e-07   -2.86996823e-05    1.40849081e-07   -2.65705583e-05   -1.47773973e-07    2.86998426e-05
192     -8.00000000e+05    9.37297843e-01    3.99999978e+00    4.00000000e+00    9.48315595e-11   -6.54245566e-09    1.25597926e-10   -1.70439533e-08   -1.36260645e-05   -5.87952854e-08   -7.35549788e-06   -4.59339380e-08    1.36259696e-05    6.53377403e-08
193     -7.00000000e+05    9.99631150e-01    4.00003681e+00    4.00000000e+00   -3.41988521e-08   -2.36297102e-10   -2.60763024e-09   -9.24901053e-11    1.41406799e-07   -3.02532107e-05    1.21260077e-07   -3.54449763e-05   -1.07207948e-07    3.02534471e-05
194     -6.00000000e+05    9.70607333e-01    3.99999999e+00    4.00000000e+00   -1.01926254e-10    2.89871138e-08    1.11436159e-10   -3.32368558e-08   -6.06362629e-05   -2.16398785e-07   -5.76970397e-05   -1.83026679e-07    6.06363647e-05    1.87411671e-07
195     -5.00000000e+05    9.99402832e-01    4.00004831e+00    4.00000000e+00   -9.33818854e-09   -1.04296648e-10   -3.89691280e-08   -1.98748973e-10   -7.13526680e-08    3.10615548e-05   -6.18830675e-08    1.80395057e-05    8.06908557e-08   -3.10614503e-05
196     -4.00000000e+05    1.13889855e+00    4.00000018e+00    4.00000000e+00   -1.47877900e-10    4.43119338e-08   -3.04431620e-11   -1.08360588e-08   -4.85618999e-05   -1.39017482e-07   -6.24520310e-05   -1.10656012e-07    4.85620480e-05    9.47055491e-08
197     -3.00000000e+05    9.99907035e-01    4.00000493e+00    4.00000000e+00    4.20859253e-08    6.43091586e-11   -4.70152722e-08   -9.52643984e-11   -1.95364692e-07    1.06401051e-04   -1.51771207e-07    1.02268931e-04    1.53278766e-07   -1.06401115e-04
198     -2.00000000e+05    1.39646267e+00    4.00000004e+00    4.00000000e+00   -3.95201254e-12   -1.05372689e-08   -3.97459385e-11    1.67333571e-08    8.37405916e-05    8.52115352e-08    4.40942345e-05    5.62898738e-08   -8.37405871e-05   -7.46742654e-08
199     -1.00000000e+05    1.00070599e+00    3.99928307e+00    4.00000000e+00    4.50914582e-07    2.28678837e-10    2.66020166e-07    1.30244833e-10   -4.50045894e-07   -9.00170283e-06   -2.09039776e-08    6.87087887e-05   -8.68687064e-10    9.00147308e-06
200      0.00000000e+00    3.00805493e+00    4.00000000e+00    4.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    0.00000000e+00    3.26698049e-04    0.00000000e+00    1.25892557e-04    0.00000000e+00   -3.26698050e-04    0.00000000e+00
201      1.00000000e+05    1.00070599e+00    3.99928307e+00    4.00000000e+00    4.50914582e-07   -2.28678837e-10    2.66020166e-07   -1.30244833e-10   -4.50045894e-07    9.00170283e-06   -2.09039776e-08   -6.87087887e-05   -8.68687064e-10   -9.00147308e-06
